player_id,first_name,last_name,Date1,Date2,Date3,Date4,birth_year,birth_month,birth_day,birth_month2
8462177,Yannick,Tremblay,15-Nov-75,Nov-15-1975,11/15/75,11/15/75,1975,11,15,Nov
8462097,Sergei,Vyshedkevich,3-Jan-75,Jan-3-1975,1/3/75,1/3/75,1975,1,3,Jan
8460761,Scott,Fankhouser,1-Jul-75,Jul-1-1975,7/1/75,7/1/75,1975,7,1,Jul
8459453,Scott,Langkow,21-Apr-75,Apr-21-1975,4/21/75,4/21/75,1975,4,21,Apr
8459549,Norm,Maracle,2-Oct-74,Oct-2-1974,10/2/74,10/2/74,1974,10,2,Oct
8457791,Damian,Rhodes,28-May-69,May-28-1969,5/28/69,5/28/69,1969,5,28,May
8451834,Rick,Tabaracci,2-Jan-69,Jan-2-1969,1/2/69,1/2/69,1969,1,2,Jan
8468660,Darcy,Hordichuk,10-Aug-80,Aug-10-1980,8/10/80,8/10/80,1980,8,10,Aug
8462107,Tomi,Kallio,27-Jan-77,Jan-27-1977,1/27/77,1/27/77,1977,1,27,Jan
8460663,Ladislav,Kohn,4-Mar-75,Mar-4-1975,3/4/75,3/4/75,1975,3,4,Mar
8457566,Jeff,Odgers,31-May-69,May-31-1969,5/31/69,5/31/69,1969,5,31,May
8458575,Yves,Sarault,23-Dec-72,Dec-23-1972,12/23/72,12/23/72,1972,12,23,Dec
8451392,Jarrod,Skalde,26-Feb-71,Feb-26-1971,2/26/71,2/26/71,1971,2,26,Feb
8467658,Dan,Snyder,23-Feb-78,Feb-23-1978,2/23/78,2/23/78,1978,2,23,Feb
8468444,Brad,Tapper,28-Apr-78,Apr-28-1978,4/28/78,4/28/78,1978,4,28,Apr
8468443,Jean-Pierre,Vigier,11-Sep-76,Sep-11-1976,9/11/76,9/11/76,1976,9,11,Sep
8445783,Adam,Burt,15-Jan-69,Jan-15-1969,1/15/69,1/15/69,1969,1,15,Jan
8448380,Chris,Joseph,10-Sep-69,Sep-10-1969,9/10/69,9/10/69,1969,9,10,Sep
8468427,Brian,Pothier,15-Apr-77,Apr-15-1977,4/15/77,4/15/77,1977,4,15,Apr
8466282,Andrei,Skopintsev,28-Sep-71,Sep-28-1971,9/28/71,9/28/71,1971,9,28,Sep
8458052,Jiri,Slegr,30-May-71,May-30-1971,5/30/71,5/30/71,1971,5,30,May
8458584,Milan,Hnilicka,25-Jun-73,Jun-25-1973,6/25/73,6/25/73,1973,6,25,Jun
8466437,Lubos,Bartecko,14-Jul-76,Jul-14-1976,7/14/76,7/14/76,1976,7,14,Jul
8466183,Yuri,Butsayev,11-Oct-78,Oct-11-1978,10/11/78,10/11/78,1978,10,11,Oct
8446165,Bob,Corkum,18-Dec-67,Dec-18-1967,12/18/67,12/18/67,1967,12,18,Dec
8462419,Jeff,Cowan,27-Sep-76,Sep-27-1976,9/27/76,9/27/76,1976,9,27,Sep
8469997,Mark,Hartigan,15-Oct-77,Oct-15-1977,10/15/77,10/15/77,1977,10,15,Oct
8468482,Dany,Heatley,21-Jan-81,Jan-21-1981,1/21/81,1/21/81,1981,1,21,Jan
8448017,Tony,Hrkac,7-Jul-66,Jul-7-1966,7/7/66,7/7/66,1966,7,7,Jul
8469454,Ilya,Kovalchuk,15-Apr-83,Apr-15-1983,4/15/83,4/15/83,1983,4,15,Apr
8466212,Francis,Lessard,30-May-79,May-30-1979,5/30/79,5/30/79,1979,5,30,May
8468001,Derek,MacKenzie,11-Jun-81,Jun-11-1981,6/11/81,6/11/81,1981,6,11,Jun
8466336,Kamil,Piros,20-Nov-78,Nov-20-1978,11/20/78,11/20/78,1978,11,20,Nov
8459223,Pascal,Rheaume,21-Jun-73,Jun-21-1973,6/21/73,6/21/73,1973,6,21,Jun
8466240,Benjamin,Simon,14-Jun-78,Jun-14-1978,6/14/78,6/14/78,1978,6,14,Jun
8457783,Todd,Reirden,25-Jun-71,Jun-25-1971,6/25/71,6/25/71,1971,6,25,Jun
8467892,Kirill,Safronov,26-Feb-81,Feb-26-1981,2/26/81,2/26/81,1981,2,26,Feb
8467903,Luke,Sellars,21-May-81,May-21-1981,5/21/81,5/21/81,1981,5,21,May
8467304,Andy,Sutton,10-Mar-75,Mar-10-1975,3/10/75,3/10/75,1975,3,10,Mar
8462115,Daniel,Tjarnqvist,14-Oct-76,Oct-14-1976,10/14/76,10/14/76,1976,10,14,Oct
8468478,Mike,Weaver,2-May-78,May-2-1978,5/2/78,5/2/78,1978,5,2,May
8460696,Frederic,Cassivi,12-Jun-75,Jun-12-1975,6/12/75,6/12/75,1975,6,12,Jun
8469636,Pasi,Nurminen,17-Dec-75,Dec-17-1975,12/17/75,12/17/75,1975,12,17,Dec
8467941,Zdenek,Blatny,14-Jan-81,Jan-14-1981,1/14/81,1/14/81,1981,1,14,Jan
8466191,Jeff,Farkas,24-Jan-78,Jan-24-1978,1/24/78,1/24/78,1978,1,24,Jan
8468770,Simon,Gamache,3-Jan-81,Jan-3-1981,1/3/81,1/3/81,1981,1,3,Jan
8459159,Chris,Herperger,24-Feb-74,Feb-24-1974,2/24/74,2/24/74,1974,2,24,Feb
8456887,Vyacheslav,Kozlov,3-May-72,May-3-1972,5/3/72,5/3/72,1972,5,3,May
8457297,Shawn,McEachern,28-Feb-69,Feb-28-1969,2/28/69,2/28/69,1969,2,28,Feb
8462118,Marc,Savard,17-Jul-77,Jul-17-1977,7/17/77,7/17/77,1977,7,17,Jul
8467387,Joe,Dipenta,25-Feb-79,Feb-25-1979,2/25/79,2/25/79,1979,2,25,Feb
8468090,Garnet,Exelby,16-Aug-81,Aug-16-1981,8/16/81,8/16/81,1981,8,16,Aug
8468520,Kurtis,Foster,24-Nov-81,Nov-24-1981,11/24/81,11/24/81,1981,11,24,Nov
8448554,Uwe,Krupp,24-Jun-65,Jun-24-1965,6/24/65,6/24/65,1965,6,24,Jun
8458058,Richard,Smehlik,23-Jan-70,Jan-23-1970,1/23/70,1/23/70,1970,1,23,Jan
8455994,Byron,Dafoe,25-Feb-71,Feb-25-1971,2/25/71,2/25/71,1971,2,25,Feb
8460649,Serge,Aubin,15-Feb-75,Feb-15-1975,2/15/75,2/15/75,1975,2,15,Feb
8467427,Kip,Brennan,27-Aug-80,Aug-27-1980,8/27/80,8/27/80,1980,8,27,Aug
8465179,Daniel,Corso,3-Apr-78,Apr-3-1978,4/3/78,4/3/78,1978,4,3,Apr
8462082,Brad,Larsen,28-Jun-77,Jun-28-1977,6/28/77,6/28/77,1977,6,28,Jun
8458617,Bill,Lindsay,17-May-71,May-17-1971,5/17/71,5/17/71,1971,5,17,May
8465180,Ronald,Petrovicky,15-Feb-77,Feb-15-1977,2/15/77,2/15/77,1977,2,15,Feb
8466110,Randy,Robitaille,12-Oct-75,Oct-12-1975,10/12/75,10/12/75,1975,10,12,Oct
8468118,Tommi,Santala,27-Jun-79,Jun-27-1979,6/27/79,6/27/79,1979,6,27,Jun
8469786,Karl,Stewart,30-Jun-83,Jun-30-1983,6/30/83,6/30/83,1983,6,30,Jun
8460603,Brian,Swanson,24-Mar-76,Mar-24-1976,3/24/76,3/24/76,1976,3,24,Mar
8462211,Jean-Luc,Grand-Pierre,2-Feb-77,Feb-2-1977,2/2/77,2/2/77,1977,2,2,Feb
8463125,Shawn,Heins,24-Dec-73,Dec-24-1973,12/24/73,12/24/73,1973,12,24,Dec
8467450,Tomas,Kloucek,7-Mar-80,Mar-7-1980,3/7/80,3/7/80,1980,3,7,Mar
8469710,Ivan,Majesky,2-Sep-76,Sep-2-1976,9/2/76,9/2/76,1976,9,2,Sep
8467358,Kyle,Rossiter,9-Jun-80,Jun-9-1980,6/9/80,6/9/80,1980,6,9,Jun
8470140,Kari,Lehtonen,16-Nov-83,Nov-16-1983,11/16/83,11/16/83,1983,11,16,Nov
8467356,Ramzi,Abid,24-Mar-80,Mar-24-1980,3/24/80,3/24/80,1980,3,24,Mar
8466164,Scott,Barney,27-Mar-79,Mar-27-1979,3/27/79,3/27/79,1979,3,27,Mar
8445575,Peter,Bondra,7-Feb-68,Feb-7-1968,2/7/68,2/7/68,1968,2,7,Feb
8460720,Eric,Boulton,17-Aug-76,Aug-17-1976,8/17/76,8/17/76,1976,8,17,Aug
8467333,Rico,Fata,12-Feb-80,Feb-12-1980,2/12/80,2/12/80,1980,2,12,Feb
8447958,Bobby,Holik,1-Jan-71,Jan-1-1971,1/1/71,1/1/71,1971,1,1,Jan
8466148,Marian,Hossa,12-Jan-79,Jan-12-1979,1/12/79,1/12/79,1979,1,12,Jan
8470543,Chris,Kunitz,26-Sep-79,Sep-26-1979,9/26/79,9/26/79,1979,9,26,Sep
8449545,Scott,Mellanby,11-Jun-66,Jun-11-1966,6/11/66,6/11/66,1966,6,11,Jun
8470289,Jim,Slater,9-Dec-82,Dec-9-1982,12/9/82,12/9/82,1982,12,9,Dec
8470601,Braydon,Coburn,27-Feb-85,Feb-27-1985,2/27/85,2/27/85,1985,2,27,Feb
8467956,Niclas,Havelid,12-Apr-73,Apr-12-1973,4/12/73,4/12/73,1973,4,12,Apr
8460661,Shane,Hnidy,8-Nov-75,Nov-8-1975,11/8/75,11/8/75,1975,11,8,Nov
8467896,Steve,McCarthy,3-Feb-81,Feb-3-1981,2/3/81,2/3/81,1981,2,3,Feb
8457403,Jaroslav,Modry,27-Feb-71,Feb-27-1971,2/27/71,2/27/71,1971,2,27,Feb
8469488,Mark,Popovic,11-Oct-82,Oct-11-1982,10/11/82,10/11/82,1982,10,11,Oct
8460254,Greg,De Vries,4-Jan-73,Jan-4-1973,1/4/73,1/4/73,1973,1,4,Jan
8468720,Adam,Berkhoel,16-May-81,May-16-1981,5/16/81,5/16/81,1981,5,16,May
8456137,Mike,Dunham,1-Jun-72,Jun-1-1972,6/1/72,6/1/72,1972,6,1,Jun
8469529,Michael,Garnett,25-Nov-82,Nov-25-1982,11/25/82,11/25/82,1982,11,25,Nov
8458615,Steve,Shields,19-Jul-72,Jul-19-1972,7/19/72,7/19/72,1972,7,19,Jul
8465050,Eric,Belanger,16-Dec-77,Dec-16-1977,12/16/77,12/16/77,1977,12,16,Dec
8466393,Pascal,Dupuis,7-Apr-79,Apr-7-1979,4/7/79,4/7/79,1979,4,7,Apr
8462185,Denis,Hamel,10-May-77,May-10-1977,5/10/77,5/10/77,1977,5,10,May
8468121,Darren,Haydar,22-Oct-79,Oct-22-1979,10/22/79,10/22/79,1979,10,22,Oct
8467516,Niko,Kapanen,29-Apr-78,Apr-29-1978,4/29/78,4/29/78,1978,4,29,Apr
8467857,Jason,Krog,9-Oct-75,Oct-9-1975,10/9/75,10/9/75,1975,10,9,Oct
8462823,Glen,Metropolit,25-Jun-74,Jun-25-1974,6/25/74,6/25/74,1974,6,25,Jun
8459284,Steve,Rucchin,4-Jul-71,Jul-4-1971,7/4/71,7/4/71,1971,7,4,Jul
8465024,Jon,Sim,29-Sep-77,Sep-29-1977,9/29/77,9/29/77,1977,9,29,Sep
8458229,Keith,Tkachuk,28-Mar-72,Mar-28-1972,3/28/72,3/28/72,1972,3,28,Mar
8467352,Vitaly,Vishnevski,18-Mar-80,Mar-18-1980,3/18/80,3/18/80,1980,3,18,Mar
8458595,Alexei,Zhitnik,10-Oct-72,Oct-10-1972,10/10/72,10/10/72,1972,10,10,Oct
8460704,Johan,Hedberg,5-May-73,May-5-1973,5/5/73,5/5/73,1973,5,5,May
8469474,Colby,Armstrong,23-Nov-82,Nov-23-1982,11/23/82,11/23/82,1982,11,23,Nov
8470299,Erik,Christensen,17-Dec-83,Dec-17-1983,12/17/83,12/17/83,1983,12,17,Dec
8470937,Kevin,Doell,15-Jul-79,Jul-15-1979,7/15/79,7/15/79,1979,7,15,Jul
8471778,Jordan,Lavallee-Smotherman,11-May-86,May-11-1986,5/11/86,5/11/86,1986,5,11,May
8473412,Bryan,Little,12-Nov-87,Nov-12-1987,11/12/87,11/12/87,1987,11,12,Nov
8466399,Eric,Perrin,1-Nov-75,Nov-1-1975,11/1/75,11/1/75,1975,11,1,Nov
8450725,Mark,Recchi,1-Feb-68,Feb-1-1968,2/1/68,2/1/68,1968,2,1,Feb
8470737,Brett,Sterling,24-Apr-84,Apr-24-1984,4/24/84,4/24/84,1984,4,24,Apr
8469582,Colin,Stuart,8-Jul-82,Jul-8-1982,7/8/82,7/8/82,1982,7,8,Jul
8469501,Chris,Thorburn,3-Jun-83,Jun-3-1983,6/3/83,6/3/83,1983,6,3,Jun
8466392,Todd,White,21-May-75,May-21-1975,5/21/75,5/21/75,1975,5,21,May
8470828,Toby,Enstrom,5-Nov-84,Nov-5-1984,11/5/84,11/5/84,1984,11,5,Nov
8456850,Ken,Klee,24-Apr-71,Apr-24-1971,4/24/71,4/24/71,1971,4,24,Apr
8465168,Joel,Kwiatkowski,22-Mar-77,Mar-22-1977,3/22/77,3/22/77,1977,3,22,Mar
8471223,Boris,Valabik,14-Feb-86,Feb-14-1986,2/14/86,2/14/86,1986,2,14,Feb
8471715,Ondrej,Pavelec,31-Aug-87,Aug-31-1987,8/31/87,8/31/87,1987,8,31,Aug
8470156,Joey,Crabb,3-Apr-83,Apr-3-1983,4/3/83,4/3/83,1983,4,3,Apr
8474146,Spencer,Machacek,14-Oct-88,Oct-14-1988,10/14/88,10/14/88,1988,10,14,Oct
8470564,Joe,Motzko,14-Mar-80,Mar-14-1980,3/14/80,3/14/80,1980,3,14,Mar
8471514,Rich,Peverley,8-Jul-82,Jul-8-1982,7/8/82,7/8/82,1982,7,8,Jul
8464967,Marty,Reasoner,26-Feb-77,Feb-26-1977,2/26/77,2/26/77,1977,2,26,Feb
8468789,Jason,Williams,11-Aug-80,Aug-11-1980,8/11/80,8/11/80,1980,8,11,Aug
8474567,Zach,Bogosian,15-Jul-90,Jul-15-1990,7/15/90,7/15/90,1990,7,15,Jul
8468493,Ron,Hainsey,24-Mar-81,Mar-24-1981,3/24/81,3/24/81,1981,3,24,Mar
8471288,Scott,Lehman,5-Jan-86,Jan-5-1986,1/5/86,1/5/86,1986,1,5,Jan
8471253,Grant,Lewis,20-Jan-85,Jan-20-1985,1/20/85,1/20/85,1985,1,20,Jan
8470136,Nathan,Oystrick,17-Dec-82,Dec-17-1982,12/17/82,12/17/82,1982,12,17,Dec
8474557,Anssi,Salmela,13-Aug-84,Aug-13-1984,8/13/84,8/13/84,1984,8,13,Aug
8451224,Mathieu,Schneider,12-Jun-69,Jun-12-1969,6/12/69,6/12/69,1969,6,12,Jun
8472262,Clay,Wilson,5-Apr-83,Apr-5-1983,4/5/83,4/5/83,1983,4,5,Apr
8466202,Maxim,Afinogenov,4-Sep-79,Sep-4-1979,9/4/79,9/4/79,1979,9,4,Sep
8467353,Nik,Antropov,18-Feb-80,Feb-18-1980,2/18/80,2/18/80,1980,2,18,Feb
8469543,Evgeny,Artyukhin,4-Apr-83,Apr-4-1983,4/4/83,4/4/83,1983,4,4,Apr
8471697,Niclas,Bergfors,7-Mar-87,Mar-7-1987,3/7/87,3/7/87,1987,3,7,Mar
8475169,Evander,Kane,2-Aug-91,Aug-2-1991,8/2/91,8/2/91,1991,8,2,Aug
8470667,Clarke,MacArthur,6-Apr-85,Apr-6-1985,4/6/85,4/6/85,1985,4,6,Apr
8472379,Tim,Stapleton,19-Jul-82,Jul-19-1982,7/19/82,7/19/82,1982,7,19,Jul
8446053,Chris,Chelios,25-Jan-62,Jan-25-1962,1/25/62,1/25/62,1962,1,25,Jan
8465210,Pavel,Kubina,15-Apr-77,Apr-15-1977,4/15/77,4/15/77,1977,4,15,Apr
8473459,Arturs,Kulda,25-Jul-88,Jul-25-1988,7/25/88,7/25/88,1988,7,25,Jul
8469665,Johnny,Oduya,1-Oct-81,Oct-1-1981,10/1/81,10/1/81,1981,10,1,Oct
8469575,Christoph,Schubert,5-Feb-82,Feb-5-1982,2/5/82,2/5/82,1982,2,5,Feb
8475788,Alexander,Burmistrov,21-Oct-91,Oct-21-1991,10/21/91,10/21/91,1991,10,21,Oct
8474616,Patrice,Cormier,14-Jun-90,Jun-14-1990,6/14/90,6/14/90,1990,6,14,Jun
8470741,Nigel,Dawes,9-Feb-85,Feb-9-1985,2/9/85,2/9/85,1985,2,9,Feb
8462041,Radek,Dvorak,9-Mar-77,Mar-9-1977,3/9/77,3/9/77,1977,3,9,Mar
8470280,Ben,Eager,22-Jan-84,Jan-22-1984,1/22/84,1/22/84,1984,1,22,Jan
8475159,Carl,Klingberg,28-Jan-91,Jan-28-1991,1/28/91,1/28/91,1991,1,28,Jan
8471217,Andrew,Ladd,12-Dec-85,Dec-12-1985,12/12/85,12/12/85,1985,12,12,Dec
8473493,Ben,Maxwell,30-Mar-88,Mar-30-1988,3/30/88,3/30/88,1988,3,30,Mar
8460556,Freddy,Modin,8-Oct-74,Oct-8-1974,10/8/74,10/8/74,1974,10,8,Oct
8470321,Patrick,Rissmiller,26-Oct-78,Oct-26-1978,10/26/78,10/26/78,1978,10,26,Oct
8471238,Rob,Schremp,1-Jul-86,Jul-1-1986,7/1/86,7/1/86,1986,7,1,Jul
8470618,Anthony,Stewart,5-Jan-85,Jan-5-1985,1/5/85,1/5/85,1985,1,5,Jan
8471218,Blake,Wheeler,31-Aug-86,Aug-31-1986,8/31/86,8/31/86,1986,8,31,Aug
8470834,Dustin,Byfuglien,27-Mar-85,Mar-27-1985,3/27/85,3/27/85,1985,3,27,Mar
8470578,Freddy,Meyer,4-Jan-81,Jan-4-1981,1/4/81,1/4/81,1981,1,4,Jan
8474074,Paul,Postma,22-Feb-89,Feb-22-1989,2/22/89,2/22/89,1989,2,22,Feb
8462176,Brent,Sopel,7-Jan-77,Jan-7-1977,1/7/77,1/7/77,1977,1,7,Jan
8470614,Mark,Stuart,27-Apr-84,Apr-27-1984,4/27/84,4/27/84,1984,4,27,Apr
8469505,Noah,Welch,26-Aug-82,Aug-26-1982,8/26/82,8/26/82,1982,8,26,Aug
8471848,Andrey,Zubarev,3-Mar-87,Mar-3-1987,3/3/87,3/3/87,1987,3,3,Mar
8474771,Peter,Mannino,17-Feb-84,Feb-17-1984,2/17/84,2/17/84,1984,2,17,Feb
8462152,Chris,Mason,20-Apr-76,Apr-20-1976,4/20/76,4/20/76,1976,4,20,Apr
8444912,Steve,Alley,29-Dec-53,Dec-29-1953,12/29/53,12/29/53,1953,12,29,Dec
8444913,Ray,Allison,4-Mar-59,Mar-4-1959,3/4/59,3/4/59,1959,3,4,Mar
8445015,Mike,Antonovich,18-Oct-51,Oct-18-1951,10/18/51,10/18/51,1951,10,18,Oct
8445414,Bill,Bennett,31-May-53,May-31-1953,5/31/53,5/31/53,1953,5,31,May
8445618,Pat,Boutette,1-Mar-52,Mar-1-1952,3/1/52,3/1/52,1952,3,1,Mar
8445723,Jeff,Brubaker,24-Feb-58,Feb-24-1958,2/24/58,2/24/58,1958,2,24,Feb
8445981,Greg,Carroll,10-Oct-56,Oct-10-1956,10/10/56,10/10/56,1956,10,10,Oct
8446355,Dave,Debol,27-Mar-56,Mar-27-1956,3/27/56,3/27/56,1956,3,27,Mar
8446469,Jordy,Douglas,20-Jan-58,Jan-20-1958,1/20/58,1/20/58,1958,1,20,Jan
8446940,Nick,Fotiu,25-May-52,May-25-1952,5/25/52,5/25/52,1952,5,25,May
8447508,Al,Hangsleben,22-Feb-53,Feb-22-1953,2/22/53,2/22/53,1953,2,22,Feb
8447821,Brian,Hill,1-Dec-57,Dec-1-1957,12/1/57,12/1/57,1957,12,1,Dec
8448000,Gordie,Howe,31-Mar-28,Mar-31-1928,3/31/28,3/31/28,1928,3,31,Mar
8448108,Bobby,Hull,3-Jan-39,Jan-3-1939,1/3/39,1/3/39,1939,1,3,Jan
8448327,Bernie,Johnston,15-Sep-56,Sep-15-1956,9/15/56,9/15/56,1956,9,15,Sep
8448468,Dave,Keon,22-Mar-40,Mar-22-1940,3/22/40,3/22/40,1940,3,22,Mar
8448612,Andre,Lacroix,5-Jun-45,Jun-5-1945,6/5/45,6/5/45,1945,6,5,Jun
8449860,Ray,Neufeld,15-Apr-59,Apr-15-1959,4/15/59,4/15/59,1959,4,15,Apr
8450981,Mike,Rogers,24-Oct-54,Oct-24-1954,10/24/54,10/24/54,1954,10,24,Oct
8451028,Tom,Rowe,23-May-56,May-23-1956,5/23/56,5/23/56,1956,5,23,May
8451145,Jean,Savard,26-Apr-57,Apr-26-1957,4/26/57,4/26/57,1957,4,26,Apr
8451244,Maynard,Schurman,16-Jul-57,Jul-16-1957,7/16/57,7/16/57,1957,7,16,Jul
8451324,Timothy,Sheehy,3-Sep-48,Sep-3-1948,9/3/48,9/3/48,1948,9,3,Sep
8451696,Robert,Stephenson,1-Feb-54,Feb-1-1954,2/1/54,2/1/54,1954,2,1,Feb
8451770,Blaine,Stoughton,13-Mar-53,Mar-13-1953,3/13/53,3/13/53,1953,3,13,Mar
8452294,James,Warner,26-Mar-54,Mar-26-1954,3/26/54,3/26/54,1954,3,26,Mar
8447209,Larry,Giroux,28-Aug-51,Aug-28-1951,8/28/51,8/28/51,1951,8,28,Aug
8447911,Rick,Hodgson,23-May-56,May-23-1956,5/23/56,5/23/56,1956,5,23,May
8448002,Mark,Howe,28-May-55,May-28-1955,5/28/55,5/28/55,1955,5,28,May
8448005,Marty,Howe,18-Feb-54,Feb-18-1954,2/18/54,2/18/54,1954,2,18,Feb
8448838,Rick,Ley,2-Nov-48,Nov-2-1948,11/2/48,11/2/48,1948,11,2,Nov
8448906,Charles,Luksa,19-Feb-54,Feb-19-1954,2/19/54,2/19/54,1954,2,19,Feb
8450478,Ronald,Plumb,17-Jul-50,Jul-17-1950,7/17/50,7/17/50,1950,7,17,Jul
8450798,Mark,Renaud,21-Feb-59,Feb-21-1959,2/21/59,2/21/59,1959,2,21,Feb
8450905,Gordie,Roberts,2-Oct-57,Oct-2-1957,10/2/57,10/2/57,1957,10,2,Oct
8451364,Al,Sims,18-Apr-53,Apr-18-1953,4/18/53,4/18/53,1953,4,18,Apr
8451561,Stuart,Smith,17-Mar-60,Mar-17-1960,3/17/60,3/17/60,1960,3,17,Mar
8447066,John,Garrett,17-Jun-51,Jun-17-1951,6/17/51,6/17/51,1951,6,17,Jun
8451474,Al,Smith,10-Nov-45,Nov-10-1945,11/10/45,11/10/45,1945,11,10,Nov
8446819,Mike,Fidler,19-Aug-56,Aug-19-1956,8/19/56,8/19/56,1956,8,19,Aug
8447000,Michel,Galarneau,1-Mar-61,Mar-1-1961,3/1/61,3/1/61,1961,3,1,Mar
8449535,Rick,Meagher,2-Nov-53,Nov-2-1953,11/2/53,11/2/53,1953,11,2,Nov
8449629,Warren,Miller,15-Jun-54,Jun-15-1954,6/15/54,6/15/54,1954,6,15,Jun
8449789,Don,Nachbaur,30-Jan-59,Jan-30-1959,1/30/59,1/30/59,1959,1,30,Jan
8444892,Thommy,Abrahamsson,12-Apr-47,Apr-12-1947,4/12/47,4/12/47,1947,4,12,Apr
8445090,Fred,Arthur,6-Mar-61,Mar-6-1961,3/6/61,3/6/61,1961,3,6,Mar
8445270,Norm,Barnes,24-Aug-53,Aug-24-1953,8/24/53,8/24/53,1953,8,24,Aug
8448447,Kevin,Kemp,3-May-54,May-3-1954,5/3/54,5/3/54,1954,5,3,May
8448905,Gilles,Lupien,20-Apr-54,Apr-20-1954,4/20/54,4/20/54,1954,4,20,Apr
8449436,Jack,McIlhargey,7-Mar-52,Mar-7-1952,3/7/52,3/7/52,1952,3,7,Mar
8452235,Mickey,Volcan,3-Mar-62,Mar-3-1962,3/3/62,3/3/62,1962,3,3,Mar
8447927,Ken,Holland,10-Nov-55,Nov-10-1955,11/10/55,11/10/55,1955,11,10,Nov
8452205,Mike,Veisor,25-Aug-52,Aug-25-1952,8/25/52,8/25/52,1952,8,25,Aug
8445628,Dan,Bourbonnais,6-Mar-62,Mar-6-1962,3/6/62,3/6/62,1962,3,6,Mar
8446951,Ron,Francis,1-Mar-63,Mar-1-1963,3/1/63,3/1/63,1963,3,1,Mar
